GSE75688	B-naive	B-memory	Plasma_cells	CD8	CD4-naive	CD4-memory_resting	CD4-memory_activated	Tfh	Treg	gdT	NK_rest	NK_activated	Monocyte	M0	M1	M2	DC_resting	DC_activated	MC_resting	MC_activated	Eosinophil	Neutrophil
RPUSD3	2.45331579958233	0	0.0123850218758514	0	0	0	0	0	0	0	0.0895679174735808	0	0	0	0	0.00186962613346537	0	0	0.250057698523541	0	0.225348587132692	0	0
SST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TATDN2	1.52581336410334	0	0.010261380787814	0.0165223224321978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291595228529566	0	0
GHRL	0.524912901558563	0	0.00751130847122394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182996258309603	0	0
SEC13	4.59493151027141	0.0155144581308366	0.00606251887657582	0	0	0	0	0	0.573064545479208	0	0.070194478311019	0	0	0	0	0.00589402201546019	0	0	0.824313115817627	0	0.231255416643767	0	0
FAM92A1P1	0	0	0	0	0	0	0	0	0	0	0.0261098593460524	0	0.0049490704455507	0	0	0	0	0	0	0	0	0	0
EXOG	1.03736150190893	0	0.011421320800496	0	0.341108831372998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTAN1	2.11880440584056	0	0	0.0340022877012295	0.788569095664803	0	0	0	0	0	0	0	0.245554316756535	0	0	0	0	0	0	0	0.294507249645359	0	0
SHCBP1L	0.03758194782642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMNAT2	0.0259596918089075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00729085795299048	0	0
ZFYVE9	0.35359939047461	0	0	0.0113980712361244	0	0	0	0	0	0	0.0316959391944749	0	0	0	0	0	0	0	0	0	0	0	0
ATP2B2	0.107669937066533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171614671229907	0	0
LYZL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMG1	1.80129453864336	0.294686779785895	0.00481841244314232	0	0.0885150335725068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCHO2	1.7621692379429	0	0.00400623735885665	0	0.428278071143635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBPMS	1.06457399724992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0518698782427869	0	0
TMEM171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215498185628065	0	0	0	0	0	0	0
KLHL40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMP4	0.37483293510235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYN2	0.0283651202395311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRG1	0.0099576249429684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131582833894602	0	0	0	0	0	0	0
C1orf27	3.074563947782	0	0.00345599768460916	0.0204305554054751	0.836984221282128	0	0	0	0	0	0	0	0.148105933274371	0	0	0	0	0	0	0	0.696259603621325	0	0
CPT2	0	0	0.005229065084473	0	0.0161854342442231	0	0	0	0	0	0	0	0.0412719832697786	0	0	0.00068052222036719	0	0	0	0	0	0	0
NECAP2	2.7400117049378	0.239829683223049	0.000821426227792218	0	0.700934922034663	0	0	0	0.346970917849879	0	0	0	0	0	0	0.000636360119024872	0	0	0.501908431338604	0	0	0	0
LRP8	0.351548507198647	0	0.000758585010575329	0.0128788615576572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDCP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAXIP1	1.03997538018615	0	0	0.0350098672538844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734128001847694	0	0
STEAP2	0.133800948210504	0	0	0	0	0	0	0	0	0	0.0782241201735921	0	0.0662350775131381	0	0	0	0	0	0	0	0.144720059443211	0	0
SSBP3	1.58821463600045	0	0.00811767395649028	0	0.0468070490432101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN12	3.24720841973869	0	0.00358154276199804	0	0	0	0	0	0	0	0	0	0.118538748775774	0	0	0	0	0	0	0	1.08734809899354	0	0
MMP14	0	0	0	0.0145486083359768	0	0	0	0	0	0	0.0777201361281101	0	0.167942132969255	0	0	0.000666152089731997	0	0	0	0	0.16574853956281	0	0
FZD1	0.236122407113913	0	0.00233485882871462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291189276552597	0	0
GATAD1	1.64823385029696	0	0	0	0	0	0	0	0	0	0	0	0.0504670038510695	0	0	0	0	0	0	0	0.482429688159993	0	0
SUSD3	0.558252517733444	0	0.0120912870545856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMED6	0.180822727822697	0	0.00251729938990193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC18A	0	0	0	0	0.0733645154958439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHRS4	1.64906382511267	0	0.00188344524877498	0	0	0	0	0	0.673950897302686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC18C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMC12	0	0	0.00790699068889641	0	0	0	0	0	0	0	0	0	0.0124234936307575	0	0	0	0	0	0	0	0	0	0
DDX19B	2.00306212829637	0	0.01193768683021	0.0644626857647978	0	0	0	0	0	0	0	0	0.185886539628565	0	0	0	0	0	0	0	0.763973342078766	0	0
ST3GAL2	0.215430177613708	0	0.00177835553908518	0.00861781102032173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUK	1.15321538548397	0	0.000730825811797368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0834578716314489	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0.00021569365059989	0	4.02220434176439e-05	0	0	0	0	0	0	0	0	0	0
IL34	0	0	0	0	0	0	0	0	0	0	0.0621302903202315	0	0.0519583493534005	0	0	0	0	0	0	0	0.232937572649833	0	0
DHRS1	3.54028213004071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.842620132926223	0	0
CACNA1D	0.290313825465702	0	0.0038948932986855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSE	0.150342229906153	0	0	0	0	0	0	0	0	0	0	0	0.0494691948830495	0	0	0	0	0	0	0	0.359470681063475	0	0
KIT	1.61971425299186	0	0	0	0.238479056944675	0	0	0	0	0	0	0	0.117729738350003	0	0	0	0	0	0	0	0.462600469381346	0	0
HYDIN	1.12377418379544	0	0.00224808816952852	0	0.0688422427046461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AASDH	2.25994352493859	0	0.0031721057085026	0.00434852581405772	0.0504684213336353	0	0	0	0	0	0	0	0.0726082330656216	0	0	0	0	0	0	0	0.462161842547821	0	0
ZNF19	0.765764745135044	0	0.00271525044102228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA2D3	0.0284530920357078	0	0	0	0	0	0	0	0	0	0.00757399263497345	0	0.00139121491499218	0	0	0	0	0	0	0	0	0	0
RNF111	2.16701645720506	0.0382663642028032	0	0	0.0431889375907816	0	0	0.254883790962676	0.698192004237913	0	0	0	0	0	0	0.00291785172016408	0	0	0.159964227568246	0	0	0	0
CCNB2	2.62378822857321	0	0.0143415452715911	0.0690151884522261	0.688026427036335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.465835704709203	0	0
FAM81A	0.341857866206322	0	0	0.0310760059736651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO1E	2.20618003761367	0	0.00512384488133202	0	0.212991293097333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPL1	2.02430519644757	0	0	0.0252821846546194	0.996238871327587	0	0	0.0459579958584994	0	0	0	0	0	0	0	0.000328905765165539	0	0	0	0	0	0	0
MUM1L1	0.480199696323184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFAP1L1	0.0174141033497845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSC22D3	3.68084522040737	0.10192650388492	0.0243420424540916	0	0.306457641167851	0	0	0.941468977497593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCR3	2.86851410528151	0	0.00729868597944422	0.0431276118215594	1.00028707832917	0	0	0	0	0	0	0	0.0847071799745744	0	0	0	0	0	0	0	0.405228300876415	0	0
DYRK1A	1.08546596559615	0	0.0057466889872146	0	0.146699439785398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ6	0.088205566461463	0	0.00483700520103491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00552011690547373	0	0
KCNJ15	0	0	0.00352233220339923	0	0	0	0	0	0	0	0	0	0.186334674311142	0	0	0	0	0	0	0	0.308804900945304	0	0
ERG	0	0	0	0	0	0	0	0	0	0	0.0442796710410809	0	0	0	0	0.00303108137504625	0	0	0	0	0.0333763935718884	0	0.0196437900731636
ETS2	1.48281846375173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN18	0.178056841562584	0	0.00209387294445215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0539603427306786	0	0
LCA5L	1.77665302075922	0	0.00672174312882438	0	0	0	0	0	0	0	0	0	0.143467977321669	0	0	0	0	0	0	0	0	0	0
SLC35B2	2.03623524145151	0	0	0.046168933315578	0.920037602751362	0	0	0	0	0	0	0	0.129503835444194	0	0	0	0	0	0	0	0.434944101655502	0	0
TMEM164	1.20659633121728	0	0	0	0.397980114524506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MX1	2.99597144557942	0	0.0074433831458474	0.0504792534116274	0	0	0	0	0.150306429038319	0	0.180620072421388	0	0	0	0	0.000744444592977075	0	0	0.481291587493402	0	0	0	0
CREB3L1	0.0808956982708532	0	0	0	0	0	0	0	0	0	0.0353864436946467	0	0	0	0	0	0	0	0	0	0.0462374117476083	0	0
C2CD2	0.468855949753908	0	0.00320119951880096	0.0230563275319961	0	0	0	0	0	0	0	0	0.115090259318033	0	0	0	0	0	0	0	0.512084939070543	0	0
TAB3	0.521452647910491	0	0.00291321463194068	0.00107235292879701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A10	0.418113177017636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf43	0.180283992201183	0	0.00319962582073412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PALM2-AKAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF618	0.547874383730113	0	0	0.0233609896646701	0.108034458041406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217434409888948	0	0
DGKI	0.781732284473295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.314825911727901	0	0
C9orf91	1.12931395659049	0	0.00205173677196148	0	0.270947666269428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SVOPL	0.413465519173946	0	0	0.00746427547650168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04088763110608	0	0
SNX22	1.04334411113722	0	0.00405762598687532	0.0261884064500137	0	0	0	0	0.572518900659806	0	0	0	0.0339308374685323	0	0	0	0	0	0	0	0	0	0
UBN2	1.32707524203534	0	0.00698257132650496	0	0.0416361780822046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRAF	1.60297455172187	0	0.01157445786828	0	0.0133819999787637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC34A2	1.15380172328593	0	0.00762664826661071	0	0	0	0	0	0	0	0	0	0.0180068414962076	0	0	0	0	0	0	0	0.168774574780339	0	0
ACAN	0	0	0.00181707340964973	0	0	0	0	0	0	0	0	0	0	0	0	0.000465525386281874	0	0	0	0	0	0	0
PSMG3	3.71352532897289	0	0.00503981675349911	0	0.020865050698907	0	0	0	0.467157581000037	0	0.0781698168475467	0	0	0	0	0	0.0786851108526985	0	0.169638798925688	0	1.00395150234064	0	0
CABP1	0	0	0	0	0	0	0	0	0	0	0.00943573331154493	0	0.00175955330107646	0	0	0	0	0	0	0	0	0	0
WDR19	1.76548507753591	0	0	0.010239483990574	0	0	0	0	0	0	0	0	0.229987093668347	0	0	0	0	0	0	0	0.209572663589179	0	0
SLC37A3	2.72049664501413	0	0.00629830039845637	0.00398907672991438	0.782368587841779	0	0	0	0	0	0	0	0.0211579462288643	0	0	0	0	0	0	0	0.915776999409168	0	0
AP3S2	2.21090824843971	0	0.00664890606935226	0.0181869738557256	0.399908854950105	0	0	0	0	0	0	0	0.159694347094808	0	0	0	0	0	0	0	0.510022579988664	0	0
FMNL2	0.213801185156265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22087980780052	0	0
RPS4Y2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAREML	0	0	0	0	0	0	0	0	0	0	0.00904149725862826	0	0.06107243704433	0	0	0.00095181741054577	0	0	0	0	0.0156909423994192	0	0
SPPL3	1.54237175488656	0	0	0	0.962240495672674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPYSL5	0	0	2.23829403345077e-19	0	0	0	0	5.8984302593438e-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRC1	0	0	0	0	0	0	0	0	0	0	0.00535327464973399	0	0.000998266035135124	0	0	0	0	0	0	0	0	0	0
RAB28	1.38599605746536	0	0.00935806427774224	0.0248738829216717	0.351112715413361	0	0	0	0	0	0	0	0.00109168185460389	0	0	0	0	0	0	0	0.345186025926798	0	0
FAM213B	0.713963014889951	0	0.00658760209940402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF14	0.784218177769741	0	0.00704015477272681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANK4	0.838414283601286	0	0.00754027639680124	0.0292564662350604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIB4	0	0	0	0	0	0	0	0	0	0	0.0501798817663726	0	0.101107453990059	0	0	0	0	0	0	0	0.111192732962585	0	0
MEGF11	0	0	0.00239597183706879	0.00905298202591423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf43	1.7187140280408	0	0.0156262765627723	0	0.117846955410736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX10	0	0	0.00980749321959452	0.0224570887279166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RER1	2.72606898144295	0	0.0143338669779626	0.0130975461440952	0	0	0	0	0.804903801338766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RADIL	0.439531512121371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0639360647488332	0	0
SKI	0.326377603965188	0	0.000101195091831336	0	0.0754730880965879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WIPI2	2.59395426161693	0.144985679690383	0	0	0.0648983392502417	0	0	0	0.234024356504278	0	0	0	0	0	0	0.00226702107487245	0	0	0.2485752296082	0	0	0	0
SSX8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDLRAP1	0.333714111850861	0	0.00456031912367987	0	0.195653317452539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP1	0.807870354814676	0	0.00562225592865405	0.00920117368393248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181461788158886	0	0
KRTCAP3	3.84591832981652	0	0.00048479814327077	0	0	0	0	0	0.0336416137110643	0	0	0	0.445702311278836	0	0	0	0	0	0	0	0	0	0
ANKRD61	0	0	0	0	0	0	0	0	0	0	0.0475272069183563	0	0	0	0	0	0	0	0	0	0.00357318695995364	0	0
PAFAH2	1.43442654492336	0	0.0121550245021487	0.032249812837015	0.0948245045203612	0	0	0.176758464197581	0	0	0	0	0	0	0	0	0	0	0.0716593401724333	0	0.724126106708849	0	0
EXTL1	0.0283651202395311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A2	0.499910334103047	0	0.000524710183340069	0	0.0364717593772796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRE	2.578941054602	0.0317119654501014	0	0.0111205977524957	0.65945283187463	0	0	0.659692758100554	0	0	0	0	0	0	0	0.00107332924105224	0	0	0	0	0.231383008587758	0	0
TRIM63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR66	1.13693040601662	0	0	0.00448758277129221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL17	3.15128739825774	0	0	0	0.47082086820389	0	0	0.111627435076232	0.45503373092988	0	0	0	0.0169726943972325	0	0	0	0.223424441551301	0	0.333652510605222	0	0.0180747408103513	0	0
DUSP2	0.974622878279125	0.333173881708064	0.00887650501592236	0	0	0	0	0.101170149184482	0.190376849617801	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRHL3	0.410750569241986	0	0.0153500905548008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.361999628077981	0	0
UBXN11	1.98890128216351	0	0.00437219839467385	0	0.0323209538730304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPDC1	0.348440707915575	0	0.00140433774928327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20260555621801	0	0
GALNT14	0.620732967404181	0	0	0.0579297229906542	0	0	0	0	0	0	0.0572006624624397	0	0	0	0	0	0	0	0	0	0	0	0
NCK1	2.27151374586365	0	0.0158715157054932	0.0312059565492764	0	0	0	0	0	0	0	0	0.141778259690034	0	0	0	0	0	0	0	1.52328005206408	0	0
HPD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHPN1	0.386511016694376	0	0	0	0.185448357218239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPRG1L	1.11836031363313	0.232545905553502	0.00179265701928696	0	0.707343324618518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186372667782744	0	0
LRRC43	0	0	0.00328145584133807	0	0	0	0	0	0	0	0	0	0.000658752667665027	0	0	0	0	0	0	0	0	0	0
AAED1	1.77044524512063	0.0460667857694768	0.0119946441268666	0	0	0	0	0	0.432202432074266	0	0.0101374910643115	0	0	0	0	0.000637608926990429	0	0	0.136354753281699	0	0	0	0
XDH	0.172892400797849	0	0	0	0	0	0	0	0	0	0.0142054004695533	0	0.13241383127303	0	0	0	0	0	0	0	0.20946009632919	0	0
XKR8	0.076986185885596	0	0.00749293731674118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175614505937043	0	0
CNNM4	0.780922942786296	0	0	0.0217667616057274	0	0	0	0	0.397231981413235	0	0.0077787222478336	0	0	0	0	0	0	0	0	0	0	0	0
EYA3	1.97136085658966	0	0.0001156039465801	0.038421557271931	0	0	0	0	0.271715717199775	0	0.0679194216167115	0	0.112928055024729	0	0	0	0	0	0.612995511243286	0	0	0	0
DZIP1L	0.163634944033187	0	0.00200513693880891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMSB15A	0.447847985782999	0	0.0277023089036573	0	0	0	0	0	0	0	0	0	0.123544502055891	0	0	0	0	0	0	0	1.03632842988814	0	0
FANCC	0.622224235115935	0	0	0	0.654317437938191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRAS	0.394961650927327	0	0.00188683236090629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.710353947758808	0	0
WASF2	2.74229690429252	0.30827853834253	0.0118802621321169	0.00678229564911866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD3	1.35351507499619	0	0.0108916996613301	0	0.250893711456998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESYT3	0.228688853997873	0	0.00407366554030484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0789751486129698	0	0
FAIM	2.38430805348527	0	0.0103927159659212	0.0253547996615915	0.829615754246078	0	0	0	0	0	0	0	0.107618403998748	0	0	0	0	0	0	0	0.59349870942594	0	0
FAM46B	0.117960681259328	0	0.00307395990967425	0	0.352240626510266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLSTN2	0.110812900953493	0	0	0.0176648767646024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COLEC12	0.0709401974623825	0	0.00147069573036113	0	0	0	0	0	0	0	0	0	0.00546774134303782	0	0	0	0	0	0	0	0	0	0
RNF207	0.218348048849637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324930009823494	0	0
CUL4B	2.30694012358522	0	0.0162633699712515	0.0409947267748636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12938922467879	0	0
GPR153	0.0983087199611063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC13A3	0.185887275268007	0	0.00281044905254828	0.00804176855344052	0.0114885740395308	0	0	0	0	0	0	0	0.000345701038429478	0	0	0	0	0	0	0	0.760709302930486	0	0
GPRASP2	0.508874240318224	0	0.00133663958036659	0.0196198560381835	0	0	0	0	0	0	0	0	0.312364666042514	0	0	0	0	0	0	0	0.263365954768841	0	0
RHBDL2	1.06165044977474	0	0	0.000943086033898611	0	0	0	0	0	0	0	0	0.165861519822362	0	0	0	0	0	0	0	0.155793318351324	0	0
AUTS2	0.784120189589086	0	0.00602530471409648	0.00269851451495514	0.589652658293122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233712800160282	0	0
SHROOM4	0	0	0	0	0	0	0	0	0	0	9.20687709268991e-05	0	0	0	0	0.000188345599042513	0	0	0	0	0.000105885328572432	0	3.74233979361459e-05
HIST1H2BD	2.95458899605319	0	0.00744929970279064	0	0	0	0	0	0.644308047216059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC25C	0.950690994888643	0	0.00731673359942239	0.0518038806447558	0	0	0	0	0	0	0	0	0.0678579892603683	0	0	0	0	0	0	0	0.208590622240922	0	0
HIST1H4H	3.12633833686615	0	0.00469409072979927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MITD1	2.11683447486559	0	0	0.0588215278124166	0.831897015676051	0	0	0	0	0	0	0	0.203601048432414	0	0	0	0	0	0	0	0.522325279606994	0	0
EIF5B	2.44584988407091	0	0.000156623921430463	0.0519942068609308	1.27281710548941	0	0	0	0	0	0	0	0.200141338227855	0	0	0	0	0	0	0	0.158123337965142	0	0
RIBC1	0.646839282509074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462897956552734	0	0
TMSB15B	1.86335495969841	0	0.000491560592034128	0	0.630424509975763	0	0	0	0	0	0	0	0.327205206335379	0	0	0	0	0	0	0	0.436587155489569	0	0
C2orf62	0.0370701393042172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNOT11	0.927018197520882	0	0	0.020591796099816	0.598027505933616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNB1	0	0	0.00167255870243461	0	0	0	0	0	0	0	0	0	0	0	0	0.00051911804624138	0	0	0	0	0	0	0
TSPAN33	1.21402978245317	0	0.00558408606586867	0.025062107917115	0	0	0	0	0	0	0	0	0.155189346480914	0	0	0	0	0	0	0	0.352569128239592	0	0
NRG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHCYL2	1.03653427028479	0	0	0	0.446466451895407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4GALT5	1.22150896789022	0.0214636256907094	0.000292803268203012	0.0269118885863392	0.66699736389467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD1D	0	0	0.00465672234597925	0	0	0	0	0	0	0	0	0	0.00798849589301423	0	0	0.000596357995911532	0	0	0	0	0	0	0
CD1A	0.0321311858037304	0	0.00287827056103252	0.0255629399298917	0	0	0	0	0	0	0	0	0.213594030162019	0	0	0	0	0	0	0	0	0	0
SPATA2	0.407891394387926	0	0.001400831845359	0	0.222917978876168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD1C	0	0	0.0181075136301836	0.0763963792874347	0	0	0	0	0	0	0.160180436388939	0	0	0	0	9.12934421241099e-05	0	0	0	0	0	0	0
SNX29P1	0.263518683406306	0	0.0149292842287465	0.055923561744269	0	0	0	0	0	0	0	0	0.0296293691296984	0	0	0	0	0	0	0	0	0	0
FAM86C1	0.844120377937769	0	0.00481413260560277	0	0.479634092969216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD1B	0	0	0.00528996030562684	0.0139496100294968	0	0	0	0	0.00665817670795865	0	0.0518980666745791	0	0.0339273738991264	0	0	0	0	0	0	0	0	0	0
DNAH3	0.466815944750492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD1E	0.630409865443495	0	0.0175349351541791	0.0293163495859232	0	0	0	0	0	0	0	0	0.0475371250216117	0	0	0	0	0	0	0	0.395177346447763	0	0
HMHB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPA2	0	0	0	0	0	0	0	0	0	0	0.0352482216464091	0	0.0299316748285133	0	0	0	0	0	0	0	0.013592732934673	0	0
NCF1	0	0	0.00719933496745288	0.0218440801770011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPA5	0.016337756294773	0	0.00787275366962275	0.00929539435073162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSR2	3.73145031298579	0	0.00462115674874026	0	0	0	0	0	0.774462070017094	0	0.0972474334854623	0	0	0	0	0.000721426292341949	0	0	0.711165424899089	0	0	0	0
PPP1R9A	1.88182237361186	0	0	0.0108194007444993	0	0	0	0	0	0	0	0	0.028952599768559	0	0	0	0	0	0	0	0.68659020265851	0	0
ZC3H18	0.875445904036415	0	0.00279394130994656	0	0.266041863000437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
