BC01_Pooled	BC02_Pooled	BC03_Pooled	BC03LN_Pooled	BC04_Pooled	BC05_Pooled	BC06_Pooled	BC07LN_Pooled	BC08_Pooled	BC09_Pooled	BC10_Pooled	BC11_Pooled	BC07_Tumor
RPL11	9.91013878013802	8.89455428653595	9.67197238866334	9.71787542902891	8.70888491614955	8.95503063058621	8.93995436117502	9.90120341303065	9.93778574976283	9.23934516105092	9.31407947010075	9.28592143872219	9.59388666106771
IL22RA1	0	1.76471851152316	0	0	1.3658647838671	1.19921930823635	1.49942889838334	0	0.0121560623059378	1.62724764603496	0	0	0
ZNF593	4.3896462298117	4.18177534972518	3.02284578663655	3.44217793730548	3.07980475463526	3.55605205529286	2.23136151027815	2.67598959292883	3.37011061583729	2.0501667866945	2.38659873862585	3.50589092972996	0.814944742495856
C1orf216	2.74730476397146	1.92263700269154	0	0	0.726495901507244	1.82280857446412	1.850768655805	2.93582237066528	0.574194684376494	1.0924156342214	0.391260115995718	0.762921167675566	1.73352121298009
KIAA0319L	3.97844206668822	5.73381319318452	2.58218541605058	3.96297606635219	4.32414592013718	5.50570774819299	3.19625596301793	4.13428413686255	5.31123481523983	4.40122086216022	3.03927339554846	4.71136782867762	4.14699352556594
EVA1B	0.787561052692976	0.670422021944193	0	0	0	0	0	0	0	0	0.294140006074655	0	0
C1orf94	0	0	0	0	0	0.432137124528916	0	0	0	0	2.80624472958967	0	0
DMRTA2	0	0	0	0	0	0	0.108974726094806	0	0.041566492725644	0	0	0.190006974538814	0
PLK4	2.13951986934844	2.13674666701794	1.93415355030466	4.32458907635043	2.15155911897135	1.71640002377174	3.93386312352142	1.5886569842789	1.45377081244725	1.92731301623593	2.86103917335992	1.42388841686111	0.970287336358378
MAP3K6	1.08327883964927	1.35245432860635	0	0	0	3.41891645889858	3.10323938147201	0	1.80672063097643	1.45214935114603	1.48106043356352	3.92490383943189	0
FCN3	0	0	0	0	0	1.65974895192162	1.99193168156757	0	0	0	0	0	0
GPN2	2.11423887082881	2.99039637977804	4.09345616440779	3.85414913353655	2.98129063729475	2.87199524784124	1.47688014835404	3.64908479634008	1.78450398292957	2.61787712319389	2.87849899495229	3.63114906639298	3.37530681991981
SYTL1	0.487407191298482	1.63029793206586	0	1.23878685958712	0	1.33342373372519	0.304960269601498	0	0.62760683812965	0.207412353704872	1.3963281365736	0.650057528943041	0
WDTC1	0.715048552908608	0.281412935148648	2.19413555503419	0.93821339832502	0.837788021594908	0.616430086923241	0	0.410591594247652	0.259330437070375	0.217946516305256	0.268572589375224	0.48463391973567	0.129409841703599
CELA3A	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF3	2.99659733388974	2.70657305537492	4.05454796769943	1.53030128448582	2.10717280503154	2.10227050115025	1.62688836448886	0.664482840364683	1.40933871093757	0.602244895977287	1.44442242477464	0	2.10123631111249
HSPG2	0.671119144470871	0	0	0	0.361336479445598	0	0	0	0	0	0.670422021944193	0.863938450423972	1.67651045280845
ITGB3BP	4.76020047094453	4.77907784640439	2.84653188915123	4.64492117139855	5.00408646699743	3.51232414576103	3.82945929418892	3.99937562186191	3.9866209701988	4.33891804701861	4.24389167298875	3.80977060172315	4.99980924645893
SERBP1	6.3069590404587	5.62738235355066	6.66292850681924	6.5337190711399	5.76360564778287	5.40510217886996	5.22038949042236	6.07996881470581	5.35003477070867	5.01949664113135	5.79468578403776	5.72372657067701	5.91915669910599
BCL10	4.86930198871677	6.47484784073673	3.90006792720469	4.96837437027802	5.88192810807683	5.72787857601515	4.5425437979686	6.16055410775227	4.4387023010046	3.94276711274852	4.44044116581116	4.92430091609336	2.85644947158577
CYR61	2.97664563241874	5.15900188794243	2.70665805729222	2.10627099982414	2.52172726448236	3.98767068650779	3.49402167359639	4.30417402914557	3.66203017060912	2.76308465513009	4.31664705522163	5.600015806438	2.62040594950463
PRKACB	9.59388666106771	0.206450877467426	5.98063174606175	5.39310989466954	4.08439139910449	3.01888064589614	3.34231404283611	5.41025237910521	3.42109379919894	5.19088832521949	1.23761078139295	2.8575217087521	3.69333683649273
PIGK	4.4483418950569	4.38999032418053	2.56821923688658	3.15343120934291	4.6724253419715	3.13611564962569	4.14968459615462	4.93618490240256	4.60457318618676	4.44951058353995	3.88801258540283	4.21256933885081	5.12669653174501
TINAGL1	0	0	0	0	0	1.93516958387815	1.65676036671896	0	3.6230654621358	1.11462329905178	1.21603692629662	0.587918844052568	0.573076171561024
ADC	0	1.41559227530602	0	0	0.46627572682533	2.16287931059079	1.97763218697155	0	2.43152010475721	1.24582326619136	0	1.66763015839099	1.66763015839099
RPS8	9.99481685268475	9.2930701320149	9.39945212374225	9.63673754451442	8.44276490185442	9.99481685268475	9.50110378799192	9.49699815486817	10.1919465640545	9.00708334724386	9.30983661094662	9.47520962636588	9.01476083943613
KIF2C	0	2.98578064688164	2.91235507637127	5.49763692861014	4.05518230281586	4.0150418656074	4.29289498615274	3.51916444980607	2.91294459320076	5.39437694495705	1.82531597468839	5.12260901102166	4.01668830805815
PTPRF	5.26890362963627	6.28271778985729	4.21729037979425	2.09215538437116	5.20906339534927	7.47749052820542	5.08948511312258	5.50263905453736	7.01264602496675	3.54758270632788	5.58100353440026	5.67982652125991	5.89647679428287
BEST4	0	0	0	0	0	0.129409841703599	0.21890036430092	0	0.268572589375224	0	0.348319593778763	0	0
MOB3C	1.30203778546515	2.71200310663452	4.05257641059474	2.29561000937866	3.72641206044717	1.49530157510536	1.92249063277908	0.860886418312826	1.15754127698648	3.78160182384451	0.943993434265153	2.62841469351663	1.71977317246969
CYP4B1	3.43829285157915	9.41446245250865	7.69273619620771	7.54030988256902	3.81927515354309	2.7976515503998	1.50510919303194	5.17372709890289	1.00332546065232	0.862718412261716	0.629401458389535	0	3.48264974249967
TMEM61	1.72498601644961	2.09501555390303	0	0	1.73652161969251	0.616430086923241	0.620766848828811	0	0.780471627906657	0	0	1.24301282041773	0
DMRTB1	0	0	0	0	0	0	0	0	0	0	0	0	0
LMO4	2.77196681820573	0.733854899818833	2.13800787440737	2.30787684559389	0	2.48829746904404	2.16720968787667	4.49397242393209	1.29775578501216	3.46933499474013	2.51659707442301	4.77501000894097	4.97350531057622
SYPL2	0	0	0	0	0	0.138512048810851	0	0	0	0	0	1.22887787677067	0
BARHL2	0	0	0	0	0	0	0	0	0	0	0	0	0
MTF2	4.87400243652992	5.19018936713573	6.38943443863181	7.22753078792506	4.76206255445617	6.42467665831681	4.58997086179656	6.86476234551963	4.31288295528436	5.9188265503481	5.24386238652689	6.34954492819565	6.21069756585251
SLC44A3	2.11026043604612	2.42698721172519	0	0	2.54739287803275	1.88196574539969	2.76553474636298	2.3212620819306	0.605530802843294	2.12966345777894	1.45296030959397	1.29074196326743	2.27294195683029
IGSF3	0.839959587489532	1.1938930241366	0	0.743498396872084	2.2834659444868	3.35153048204704	2.02284578663655	1.21603692629662	1.97791393583308	0.323702627756711	1.49372615038873	1.69101870190858	0.168444554887682
ZNF697	0	0.305858305759277	2.34384510199833	0	0.758991900496205	0.691877704637668	0	1.26765103390416	0.27317155737838	0.313915574835978	1.18391398870689	0.103820397493646	0.962904901224993
CTTNBP2NL	2.5068675053043	3.33033775385145	3.38877239072933	2.81004755232763	4.17905163714121	2.24886175018719	3.64545336754632	2.8701750036201	4.32799130176898	4.16077128531607	5.30029271448087	4.15956087948412	2.70333926580921
STRIP1	2.16943168803662	3.23266075679027	1.97678661009422	3.05311133645956	1.72011005397523	1.87910250679581	2.68516387990915	3.01970191444255	3.62589987863937	3.27299936039305	2.03128660457469	4.60281590305394	2.16176368091213
KCNA10	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA5	7.30349274233001	7.47749052820542	7.61753245327556	7.37592830686262	6.47043674746306	6.72468175111956	7.42320966732503	6.82480701158914	6.67697689681904	8.25684736549517	6.6891593577313	7.70045038892294	7.231701199029
FNDC7	0	0.238786859587116	0	0	0	0	0	0	0.110003385704082	0	0	0.2035625981426	0
C1orf162	1.91750519927949	1.0924156342214	0	4.2090933968058	3.0961839908954	0	5.10617434439521	5.09744873065821	3.42502541462369	7.12889454675293	2.0376525414794	5.91915669910599	4.87827261290707
CD53	3.4262131367826	3.06031348992189	8.45025322488885	9.5182234074495	5.88423158427282	0.49412016788152	5.80076055044784	8.40310053981439	4.66303802175769	9.06110320382415	3.02605094344264	7.81270061497148	6.98004288196646
PROK1	0	0	0	0	0	0	0	0	0	0	0	0	0
CELSR2	0.598218597423423	2.720867749868	2.09501555390303	0.756694876176945	0.915153138369868	1.74747003060099	1.08667926467225	0	0.952046776777073	0.732519689135014	1.23761078139295	0.49412016788152	0.460641764136091
ITGA10	1.14304170729136	0.690503054661451	0	0	1.70146375346687	0.204526000542934	0	0	4.74465791990209	0.558832768896503	1.32812943405568	1.75110111487674	0.754394188757777
GJA5	1.92439228431237	0.228404318571476	0	0	0	0.662030170609117	5.68204381443564	0	3.83074677041183	4.93295516281271	0	0	4.72988737632701
GPR161	0	0.186110429183251	0	0.918973292456845	2.35744373075853	1.33869867576587	1.31569998451416	0	3.32420132210877	0	2.99958377793406	1.18806001737303	0.478673182537471
ALDH9A1	6.09743252306003	7.25705414914248	6.34954492819565	5.96665407849834	6.59742803248755	6.75202805190528	6.36059388354002	8.10100594129176	6.99280328478936	6.10934448507633	6.94609199185361	6.14125041767866	8.56989649384588
ATP1B1	3.88275590244777	5.28639781857507	5.42409521038843	3.81581186518676	5.98346723078548	6.81806591515977	6.21156637051756	5.30972469604152	3.41860514185924	2.51727569320958	6.22174326071294	6.7034670529075	4.91757863943023
TIPRL	4.31865056676809	5.27769869692887	3.22383835499335	5.20560905980621	4.83514671821375	5.55364406117833	5.98940105033896	5.93089196871896	6.57475943682361	5.51553002811786	7.13058244249335	5.49989493665452	5.8391262478182
NME7	3.99920213552337	5.46572336450502	3.38590884747473	4.01655117626385	5.19416586852982	6.43464105723767	6.76239992773687	5.24798592096736	4.4817559716662	3.93291883249601	6.28004263739717	6.24515042877301	4.95737889811779
POGK	4.1388270683638	4.02083039587177	4.50986634015305	3.54834176983287	4.41754096815017	3.42801866600584	4.84313349463591	3.86683191270984	4.86861839096954	3.34373579449812	4.7911127854089	2.65676036671896	3.38043109361863
MPC2	6.45204794928053	8.07457377410995	6.25398926623079	6.52357401867415	6.56181959448742	5.34031575515459	5.88682212301388	7.14457196873587	6.67916608292315	4.82758454808173	6.7034670529075	6.04215603880745	8.20380727297651
CREG1	2.8691880782504	2.89589914606411	1.89887807555713	2.2641899485795	2.86195536414487	3.81139198524363	4.71170667839959	2.97170271471274	3.45549162062847	5.26135722313961	5.09028345593818	3.95276364389289	3.99416193521503
DCAF6	4.05424739579497	4.21699203724901	4.00629802390037	3.49628534264494	3.69273619620771	3.14548934709955	4.34163000932991	4.67742150535368	4.49687528133273	2.46245508123369	4.47959373677551	2.70061044118027	5.66443907923505
GPA33	0	0	0	1.25933043707038	0	0	0	0	0	0	0	0.608809242675524	0
RXRG	0	0.206450877467426	0	0	0.870023212884949	0	0	0	0	0	0	0	0
TBX19	1.84645474174654	0.259330437070375	0	0	0	0	1.86241324144283	0	4.25799699704535	1.07461082334208	1.43419195330655	1.84521982188438	0.687060688339892
UCK2	4.87301812687005	4.53720047689429	3.26019940835022	4.52650224866676	4.67551197278844	5.26785267447047	6.20250060498718	5.11511970061133	5.34654782693839	4.39748705476859	6.49725615523384	6.02782095456798	5.52032553370165
TMCO1	7.22527789651915	7.97404388494636	7.5523971719735	7.11649592111097	7.60027890392042	7.54872115187197	8.19041352644971	7.64668331972922	8.68230858018227	7.01264602496675	8.83498876657398	7.84687418099733	8.10100594129176
XCL1	0	0	3.07836022097645	1.40074809711865	3.31992913292211	0.204526000542934	0.943993434265153	2.45052606541541	0.907778134880367	4.66483288162344	0	2.42678083234698	1.03101508955725
XCL2	0	1.46346149567345	0	0	1.20115127376228	0	1.64828843608999	4.1548648352603	2.64261271678188	6.91828530978885	0	3.99937562186191	1.68395552024698
POU2F1	2.11026043604612	2.56221893693113	1.47308751998142	2.75324246773108	3.3951682866701	2.95562755558451	3.03778768222615	3.9248307712336	3.10678638610841	1.8736617899483	1.97678661009422	2.82508109095398	3.20344212759509
MAEL	0	0	0	0	0	0	0.875477642977057	0	0	0	0	0.0861566437497145	0.957771764610703
ILDR2	0	0.159529830079934	0	0.958343015871735	0.36564947231668	0.0565835283663675	0.53605290024021	0.432137124528916	0.120249842418122	0.181224901179253	0	0.184158202848972	0.0274807364221069
DPT	0	0	0	0	0	0.148558712258931	3.15990237883369	1.9563426460779	2.28756321936696	0	1.40933871093757	0	5.19018936713573
MGST3	7.23841943812988	7.27754134504605	7.52980893603048	6.57177014298347	7.66487116223398	6.96825029416177	8.57621687362591	7.51882562424258	8.5640556626459	7.19470003937439	9.37090532011341	7.71073756833067	8.66100242357578
ADCY10	0	3.35169355678668	0	0	0	0	0	0	0.0469476815116254	0	0	1.1243281350022	0
RFWD2	2.7830536331433	2.34744761125546	2.71437234242475	2.03575924062908	3.86317604748867	2.98550043030489	4.53868141367122	2.00124794619421	4.52842706138801	3.15062216201363	5.04235811344612	4.0375173880725	5.52879969705568
PVRL4	4.32989636022987	5.95097080777191	3.16801247165475	0	5.88831238955299	6.97451166343483	4.87664916787457	5.88987598228706	7.17690577271809	3.8367786823975	6.84950855504411	2.54653834147363	4.93803239853293
UFC1	8.07638395704649	7.49458177022869	7.81411161685431	6.94300163717407	7.0149818035445	7.70740692023076	8.25053893814317	8.23509737796819	8.30502343104269	7.14297889266021	8.58033685059137	7.44044116581116	8.57335296771191
PPOX	4.48051370400123	5.991234019655	6.21697711850211	4.19182986368445	4.23602155350927	4.53636379239547	3.9075563012456	5.38887833881199	7.94346155514923	4.69209237542757	6.22588593090957	5.69061049637087	6.21697711850211
FCGR2A	0	2.05484847699562	0	0	4.03332134005497	1.3031625185391	5.47849895753254	2.67355642399014	3.40179847578965	9.15356177500634	5.04235811344612	5.84786203292579	5.92280165109451
NUF2	1.06509502822188	3.54758270632788	4.34034314766498	4.6674554874009	4.28249683190684	3.4551880977042	3.5609970706389	3.46044014369821	2.17263521408288	4.07510472220949	3.78345665436024	4.80679993261399	2.15716811794464
RGS5	1.58994782162279	2.52529793532497	0	0	3.76582031949118	1.26903314645524	5.14376387904463	1.86088641831283	3.3845280746732	0.167456745851563	3.04493208712488	0	6.21156637051756
SDHC	3.66018792805186	5.13425253865763	4.73972349790797	6.01694539504511	5.4465616375838	4.59234203108675	6.31447343998383	7.26382894088528	5.63166398281008	5.83222789691448	7.03126115221241	4.80679993261399	7.34024727160308
PFDN2	5.7543633510684	5.55946828109166	5.16042999160716	5.90034665679054	6.26452199589278	6.58077167932119	6.28222593405132	6.17501784000694	6.45996118219991	5.85472456199896	7.12162118016732	6.36948661713535	6.33383653381982
NR1I3	0.797811149386733	0	1.72297037512852	0	0	0.682918977244018	0.910732661902913	0	0.0469476815116254	0.294140006074655	0.900067927204694	1.30406167409385	0.970287336358378
USP21	2.75357162471195	2.14128186298737	0	1.75044159713228	1.55826763405574	2.79381586840389	2.55090066464752	2.18562262020451	3.99691015851766	2.93088287322738	4.47413648032742	2.71437234242475	3.08072325082692
F13B	0	0	0	0	0	0.648642428249997	0	0	0	0	0	0	0
PRCC	4.36117449111814	4.41116546900705	2.85644947158577	4.3037807481771	4.16736410406888	3.77204805332165	3.13422093976063	3.51703336599966	5.40510217886996	4.27827074096527	4.72065731870018	4.56868696100833	4.68783593720877
FCRL5	0.917798937454363	0.463863864952558	0	2.75866397799431	0.966316873743711	1.39041371231002	2.30675578326311	4.45816997007339	2.11526378520697	3.02598282270504	0.561843088279563	2.20320115631661	3.39938146055115
RRNAD1	4.39340035866279	4.73212306046138	1.96972079598554	1.93139213246901	3.71191841906789	3.50290828483867	4.78772177179757	4.52097823298312	5.20733726144412	3.64722593815988	5.43721749362712	4.59656823113376	3.86664173157866
MRPL24	7.08953400395203	7.06269793871033	6.73827417690727	5.5635453696582	6.29116715657077	5.98821274082763	8.01065505359148	7.59419826028588	8.1792545626454	6.7452166428424	8.78804566683807	6.78981952231098	7.91067270823694
PIGM	3.65632034626815	3.20933338600055	3.23855172063445	0.884222189800377	3.46205231879643	3.24658348734478	4.50202698057126	4.25186472376148	3.87525078629904	2.73876783680019	4.92329548358985	2.23702238257535	4.26031523165157
CASQ1	0.927458897730656	1.61624910529585	0	0	1.15230824665979	0	0	0	0	0	0	0	0
ISG20L2	5.14150196095953	4.90014226035982	4.83712814896095	4.79533537882884	4.9136075118231	3.89552634701273	5.60701157667957	6.06754605695904	5.7195204597068	4.70920578877765	6.41859216885795	4.13750352374993	4.9327008313813
CRABP2	4.94592097910584	7.75225969313596	8.46410271862595	7.11932425017847	7.44809406226616	9.01929347732729	5.66758649262604	4.99426639380831	8.28684916776945	6.23394408997195	9.13376662911708	2.60553080284329	4.59466337997783
HDGF	4.46195161061581	4.22437278546469	5.10660924283939	4.0218213635012	4.54971655532048	5.08831123588866	4.81075946699339	4.81878371548322	4.55657090006493	4.37509291302627	5.59934068471745	5.17990909001493	4.61194410535606
ABL2	1.04156649272564	1.26349673400339	3.10948914758034	1.21460307323089	3.03826057517535	1.4541758931858	3.59197394968639	2.4371662661068	2.93328209449992	2.11051744059671	2.9719856238304	4.24728487456804	2.90866512847787
XPR1	1.81162910811076	1.03670620163511	0	2.14580284696842	0.936764763761203	1.90600250999052	0.957200287066732	0.710308410044855	1.28369387639989	0.686715999521889	1.92219784839637	0.998889807532064	1.08928953323468
RGS16	5.449104190568	4.36659122320443	6.97119864538455	6.78799796593311	3.47248777146274	5.35003477070867	5.03594529988883	5.93215568443206	4.5972102646029	4.00242557167409	2.85958734697342	8.68230858018227	5.02240195925255
TOR1AIP1	5.52582795705495	5.01545365240651	6.08142812800487	6.4568819508877	5.52949662797584	3.62446087093611	5.28991956737726	6.97944498298922	5.09028345593818	5.58100353440026	6.29339736780641	3.78683759507269	5.28161266153828
FAM163A	0	0	0	0	0	1.41808613079458	0	0	0	0	0	0	0
HMCN1	0	0	0	0	0	0	1.78014855209277	1.20452600054293	2.18562262020451	1.96162332828694	1.65182445511723	1.41142624572647	2.6710320225746
RGL1	0.63441455119054	1.09812928541579	0	0	2.43849759081754	0.539111078472553	2.99916743575209	1.31480805555784	3.00463967413296	4.67551197278844	2.45822045720541	2.4336785204242	3.01002235583807
LYPLAL1	5.79053146171722	4.76463686263433	4.84197311892718	5.66758649262604	4.74494765510371	4.82363179562248	6.20826812933504	6.4154492675205	6.17177342583468	5.37588153759169	7.30149619498255	4.32884750882715	6.95944025470286
LHX9	0	0.322815634159211	0	0	0	0.30046168460044	0	0.696678690901489	0.184158202848972	0.602244895977287	1.36801613386446	0.331661125025932	0.240666592805339
PRUNE	4.70112248911498	4.83113668799282	2.16027483140859	4.43157153315186	5.06177619758669	3.76569793792934	5.79511554871988	5.94406553837297	6.40398867990226	4.96869337415791	6.52408055754108	5.45819521386025	4.08347523602497
RORC	3.14630430510378	3.2985455301178	2.93291883249601	2.25770695562163	3.17620000575609	1.76455520912434	3.56217196120409	3.45650290276779	2.6924787023722	2.30203778546515	2.37016428054021	0	1.73652161969251
TUFT1	7.20982823766975	7.2554135761637	7.54314487503672	6.53139345793038	6.62281774857387	5.12018602753186	5.30790486099379	6.74941049670038	5.83561318209912	2.7024018144102	6.53241287363928	3.70903607991487	4.92464808454573
SF3B4	1.61280613364647	4.73818581994729	4.35749786870405	3.80814739394838	3.88752527074159	4.41694364879039	3.40996528859819	4.60226774060008	3.39252879118305	1.86088641831283	2.70231656134232	4.00277174925005	1.85905209506395
ECM1	2.71487952999928	3.03684143105274	1.68395552024698	3.45650290276779	1.79461581022693	6.66006722293064	4.30136252449289	0.690159187411369	1.88437249401897	4.55075862283245	2.21985358206991	1.27569475469056	3.49091565658886
ZNF687	1.33825983316449	0.915447355774965	1.86971958349503	1.52491234263501	0.507453133500241	0.662030170609117	1.23690467400914	1.54101915313356	1.09761079662642	0.4925434518329	1.23761078139295	0.653941913972229	1.52105073690096
TARS2	4.23487268808812	5.09222045123512	3.15691929161755	4.77184495695461	5.00888538522865	3.06004738366994	4.92530564838614	5.18863829456139	6.47980513250756	5.4175020200773	5.85809579387895	5.37618885076346	4.56109109710231
CGN	3.61248860419853	4.484038953046	2.08301693621915	0	2.80608606090203	3.22342254993494	3.61407555303404	1.96489619904408	3.9160723686081	1.30383693773684	4.201211606017	0.982695266985	1.52336894046493
SNX27	5.6949016166829	5.89647679428287	6.02124053400181	4.76500424625004	6.42826352806677	4.17865336072345	6.85895649346552	6.23613933414783	7.70045038892294	6.00170698808825	7.35101395706387	6.37170628768281	6.13814181291901
SETDB1	3.44757919654888	4.45930550341882	2.01627687356488	4.89403418672986	3.31168195457112	3.10356219703821	2.5913295811776	4.26563307667912	3.99067564711165	4.46411528877657	4.417203383248	3.16881480897438	4.32868183098431
ADAMTSL4	0	0	0	0	0	0.268572589375224	0.210292943761821	0	1.61280613364647	2.41184339045711	1.79461581022693	0	0.924830771233601
MCL1	4.27592391759167	4.78675718849383	5.60427665216411	4.94117855948995	4.584777527961	4.76046663006615	3.77553684318696	5.97233918222965	4.83741930644643	6.00287558632704	6.22377896160741	5.274290337081	4.16055410775227
CTSK	2.40368723238613	2.92102611631905	0	0	3.48210361501066	1.71301896986689	9.26285376864412	3.73606362787181	8.19041352644971	5.88715030126816	5.36276658696018	4.62841469351663	9.12910266879286
RFX5	6.22804904788446	5.19120730223037	3.91117531955125	5.96727503890872	5.17444944158071	4.28574364474028	5.00529633220547	5.57239998293501	4.81569365186822	5.48895246151422	4.40452588669889	6.05954830211347	4.38245443447634
PI4KB	4.503740133716	5.14827710394338	4.45080519766758	3.62666376807821	4.7487914825284	2.96546463681381	4.52375494582934	4.83094174237522	5.00389625304123	4.09078830190266	5.59126052462153	5.33714841587202	5.04267800708283
PIP5K1A	3.36833855984432	3.84676330661584	3.04176864995163	3.79661372640399	2.92599941855622	1.82280857446412	2.44238212597484	4.84479507392681	2.98332690445127	2.97875885242583	4.38011135918651	3.79221465287782	4.34433688328775
ANP32E	3.53370709305007	6.18429555513922	6.66006722293064	7.80958264067267	7.14657063386106	7.21564873178278	7.65793676218715	7.34417980470831	7.70373856291532	7.65793676218715	9.27780954817836	8.01560375377787	7.1918829967308
FAM63A	5.43535933286208	4.95319359324516	5.22337799228423	2.14580284696842	2.07750595255406	2.70427610845554	3.23619822086148	3.72733404423743	4.67520795035076	2.64261271678188	5.46602467925985	2.91132284192378	3.71149490665009
ANXA9	4.07790029314443	7.24693422358011	3.48997760731888	4.1346632613499	1.0302002377757	5.1971032543659	0.251893848228594	0.830317739320125	4.77594196942614	0.431725807336996	2.17521749441079	0.110003385704082	1.72280227783257
SELENBP1	6.95348910911539	8.25053893814317	8.16654164745871	6.95529670631915	7.04626773317777	7.68657594616247	6.22318489322723	9.5074516087355	9.03711818924715	5.41112634843324	9.24582692205925	6.050652381924	9.60972712231842
CERS2	7.00270252037982	7.77989104924561	6.27704056575646	5.57239998293501	6.53139345793038	6.94538981027509	6.29116715657077	6.55315370726728	7.39192102353437	5.09846944244452	8.31258628937432	6.62941266774928	7.00097071809172
ENSA	5.46572336450502	5.71354778213625	6.14577150004694	5.93066456422478	5.9842037201931	6.33000672129635	6.4428669582726	7.08577272340636	7.10940878131338	6.2193770519117	7.97614328746252	5.98821274082763	7.23350906467069
SEMA6C	0	0	0	0	0	0	0.184158202848972	0	0	0	0.198735912339421	0	0
MRPL9	4.99102465527574	6.17274290142703	6.43104430517706	4.98843999333213	5.5430675227223	4.0391046415226	5.60272455710751	5.35465287657544	7.03441382574886	5.76668689181028	6.58426873055107	5.67932851382672	6.46322253580631
ARNT	2.8492294525854	3.04001567884788	2.84228264371723	4.04741758195485	3.23266075679027	2.14216205347846	4.97216241386076	3.44757919654888	4.82852222565851	4.32248287091454	4.73864313866788	4.50202698057126	4.1747874352024
POGZ	2.7311832415722	4.68723300187141	3.57438101889931	3.87525078629904	4.79773135210023	2.6915341649192	4.43218853093349	4.79241490203366	5.48807495110716	3.71149490665009	5.14150196095953	3.60452756953487	5.39719741248566
C1orf56	3.7552984678523	5.2027492266569	3.62072174135024	3.35527654537145	4.32915120213232	5.85707184912057	4.84247606299394	4.51599089493321	6.63322998986221	3.62446087093611	6.47416144628038	5.16949336143797	4.23446005160226
OAZ3	2.65614430050333	2.8810621785387	0	1.05498201659315	2.66780480823575	2.53202917814742	2.65058783405502	4.57251658979402	3.39611732411748	2.8492294525854	3.79948587364868	2.92716711998856	5.11657589356322
HORMAD1	0	0	0	0	0	0	0	0	5.45326430152645	1.743995449432	6.63443689205821	3.56137313972956	0
GOLPH3L	4.5425437979686	4.9880204222834	3.15946772926677	3.76316639191042	5.36849974581632	5.16881480897438	5.73666731387772	5.64983651093558	6.2656042282595	4.31664705522163	4.56817245613329	4.4830467963183	4.89218549916031
GABPB2	2.70180493711298	3.09806448450663	2.42678083234698	1.86424329882255	1.65816753097672	2.15716811794464	3.01188092260054	2.62993940943954	5.13203894274613	3.09397614820901	4.23714008153857	3.24664194930572	4.201211606017
IKBKE	0.890820806480433	3.39411306789801	3.83444673947456	4.48051370400123	1.44156519784378	3.12369166124551	4.40667271575583	4.12095161992991	1.70487196445635	4.44864686159712	4.59624710722235	4.97248058133207	3.30591441446287
SYT14	0	0.290515142255901	0	0	0	0	0	0	0.00553818354142996	0	0	0	0
KCNH1	0	0	0	0	0	0	0	0	0	0	0	0.065095028221885	0
DTL	2.58468503268667	3.14084156628279	3.36973490701297	5.44074780686391	3.92490383943189	3.12928301694497	4.29640092965428	4.62401088651498	2.77253536798289	4.2364926183813	4.8179380502338	2.77521266026533	4.53930199953958
DYRK3	1.58994782162279	1.15530087357394	2.82382773144341	2.71183372652973	0	0.987740640445834	0.965464636813806	2.83902931660879	2.22887787677067	0	3.72599278204586	1.78563102559458	0.0840642647884746
EIF2D	5.80802855091187	4.08491465976794	5.43176437330572	5.44485561679251	5.55227301501049	2.63941028474353	6.46415299857127	6.05202456048283	7.07400144844775	5.73143391981109	6.92422781735164	4.23336894384903	6.08617297851957
INTS7	3.81502359337123	3.69817572853804	3.52076069936454	4.01387449765323	4.25756191304046	2.95562755558451	5.31251996747495	5.26135722313961	4.16157765872879	5.02996248595271	5.98873711568167	4.85434096852664	5.62897543816999
VASH2	0.979321855375761	0.830005636551814	0	1.14955954132501	0.698731375678731	2.87895165250165	0.500409856496121	0.74515457320009	1.62293035092018	0.108974726094806	2.25979395355336	2.83856395612708	1.29232871262783
TAF1A	1.56484713942408	3.03101508955725	4.01071099310216	4.14382665950769	5.32992395128796	2.7864355173574	3.90896067186534	3.27512168813253	3.58079486650593	3.57847430135885	4.40750963687187	3.89738937968581	4.76997512766433
SMYD2	4.77223081560987	1.25189384822859	3.66614478045067	3.54006543124989	4.92197822110938	4.17497176198967	5.25941735775528	2.66255609383296	5.02734462669599	3.01188092260054	4.85466702947972	4.55428186262639	2.12152554772796
SUSD4	1.45862429066945	4.4337555470061	0	0.97875885242583	2.63709298820139	4.0302002377757	1.22270946233122	1.26765103390416	5.12542539271247	1.66290660283393	3.60434508850239	0	0.883320035498407
DUSP10	5.99189680648348	7.31625716022143	5.33883578670779	7.74223428363727	7.1918829967308	7.04626773317777	3.86287097346747	8.40013721289193	4.88909907915504	4.99902862832033	4.23431265282194	5.0382436888103	3.61448334359808
HHIPL2	0	3.38829552804919	0	0	4.64367861638034	2.19704275005501	1.57158347091996	0	4.92942685550185	0	3.86614714327642	1.50080205305716	0.573076171561024
TP53BP2	2.51485058751014	3.18745105402733	4.36817735586171	2.27110383580968	3.63450391258553	2.92468462373402	3.71563997719649	3.89010990729267	2.10691520391651	3.4154882710497	5.91419651720648	2.12585452735854	3.49746497888473
